id,publication_year,cited_by_count,author_ids
https://openalex.org/W1995739868,2010,36,"https://openalex.org/A5009212787,https://openalex.org/A5033342186,https://openalex.org/A5042445288,https://openalex.org/A5029767971,https://openalex.org/A5100655276,https://openalex.org/A5013593924,https://openalex.org/A5027877032,https://openalex.org/A5061970875"
https://openalex.org/W2545924718,2010,18,"https://openalex.org/A5069060639,https://openalex.org/A5002774644,https://openalex.org/A5076978454,https://openalex.org/A5061970875"
https://openalex.org/W2164204426,2010,67,"https://openalex.org/A5007146869,https://openalex.org/A5076165559,https://openalex.org/A5061970875,https://openalex.org/A5043812397,https://openalex.org/A5100685076,https://openalex.org/A5028716796,https://openalex.org/A5101523037"
https://openalex.org/W1540051616,2010,48,https://openalex.org/A5061970875
https://openalex.org/W1522320695,2010,15,https://openalex.org/A5061970875
https://openalex.org/W2317419752,2010,86,"https://openalex.org/A5083445205,https://openalex.org/A5061970875,https://openalex.org/A5033342186,https://openalex.org/A5077392659"
https://openalex.org/W1976619304,2010,48,"https://openalex.org/A5001954171,https://openalex.org/A5061970875,https://openalex.org/A5062490936,https://openalex.org/A5018298857"
https://openalex.org/W2055855116,2010,29,"https://openalex.org/A5061970875,https://openalex.org/A5002774644,https://openalex.org/A5103241474"
https://openalex.org/W1987250067,2009,85,"https://openalex.org/A5061970875,https://openalex.org/A5100726017,https://openalex.org/A5100350370,https://openalex.org/A5100927160,https://openalex.org/A5100664375,https://openalex.org/A5086436969,https://openalex.org/A5101708205,https://openalex.org/A5063198301"
https://openalex.org/W2043426619,2009,73,"https://openalex.org/A5100927160,https://openalex.org/A5100350386,https://openalex.org/A5100403336,https://openalex.org/A5113601835,https://openalex.org/A5100664375,https://openalex.org/A5061970875"
https://openalex.org/W2069058029,2009,27,"https://openalex.org/A5062490936,https://openalex.org/A5018298857,https://openalex.org/A5079478909,https://openalex.org/A5034295923,https://openalex.org/A5060129621,https://openalex.org/A5061970875,https://openalex.org/A5100356073"
